Application Date,Permit Status,Permit Type,Event Category,Event Sub-Category,Name of Event,Year-Month-App#,Event Start Date,Event End Date,Event Location - Park,Event Location - Neighborhood,Council District,Precinct,Organization,Attendance
2015-12-15T00:00:00.000,Complete,Valet Parking,,,Butler Valet - Showbox at the Market,S15DE536,12/17/2015 12:00:00 AM,12/17/2015 12:00:00 AM,,Downtown,7,West,Butler Valet,60
,Complete,Special Event,Community,,NWS Winterfest,S15DE468,12/17/2015 12:00:00 AM,12/17/2015 12:00:00 AM,,Capitol Hill,3,East,The Northwest School,
,Cancelled,Special Event,Free Speech,,Peaceful 24 Hour Vigil to Call for an End to Homelessness,S15DE519,12/16/2015 12:00:00 AM,12/17/2015 12:00:00 AM,,Downtown,7,West,Catholic Community Services,
,Complete,Valet Parking,,,Red Carpet Valet - Spitfire Bar,S15DE523,12/17/2015 12:00:00 AM,12/17/2015 12:00:00 AM,,Belltown,7,West,Red Carpet Valet,90
,Complete,Special Event,Community,,SLU Winter Market,S15DE525,12/17/2015 12:00:00 AM,12/17/2015 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Amazon,510
,Complete,Valet Parking,,,Butler Valet - Kit and Ace Shops and Other Stuff 12.18,S15DE533,12/18/2015 12:00:00 AM,12/18/2015 12:00:00 AM,,Capitol Hill,3,East,Butler Valet,25
,Complete,Valet Parking,,,Red Carpet Valet - Axis Nightclub (12/18),S15DE524,12/18/2015 12:00:00 AM,12/18/2015 12:00:00 AM,,Pioneer Square,7,West,Red Carpet Valet,60
,Complete,Valet Parking,,,Red Carpet Valet - Chihuly Boathouse (12.18),S15DE516,12/18/2015 12:00:00 AM,12/18/2015 12:00:00 AM,,Wallingford,4,North,Red Carpet Valet,75
,Complete,Special Event,Commercial,,Triumph of Seattle One Year Anniversary Party,S15DE507,12/18/2015 12:00:00 AM,12/18/2015 12:00:00 AM,,Greenwood / Phinney Ridge,4,North,Triumph of Seattle,600
,Complete,Valet Parking,,,Butler Valet - Kit and Ace Shops and Other Stuff 12.19,S15DE534,12/19/2015 12:00:00 AM,12/19/2015 12:00:00 AM,,Capitol Hill,3,East,Butler Valet,25
,Cancelled,Special Event,Community,,American Express Game Day Event (12.20) - Occidental Park,S15DE441,12/20/2015 12:00:00 AM,12/20/2015 12:00:00 AM,Occidental Park,Pioneer Square,2,West,Momentum Worldwide,950
,Complete,Valet Parking,,,Butler Valet - Kit and Ace Shops and Other Stuff 12.20,S15DE535,12/20/2015 12:00:00 AM,12/20/2015 12:00:00 AM,,Capitol Hill,3,East,Butler Valet,25
,Complete,Special Event,Commercial,,CBS Radio Hometown Hangar (12.20),S15DE280,12/20/2015 12:00:00 AM,12/20/2015 12:00:00 AM,,Duwamish / SODO,2,South,CBS Seattle,770
,Complete,Special Event,Community,,Renegade Craft Fair,S15DE477,12/19/2015 12:00:00 AM,12/20/2015 12:00:00 AM,Magnuson Park,Laurelhurst / Sand Point,4,North,"Renegade Craft Fair, Inc.",2284
,Cancelled,Special Event,Commercial,,Neighbours Therapy,S15DE491,12/23/2015 12:00:00 AM,12/23/2015 12:00:00 AM,,Capitol Hill,3,East,Neighbours Seattle,262
,Cancelled,Special Event,Community,,American Express Game Day Event (12.27) - Occidental Park,S15DE442,12/27/2015 12:00:00 AM,12/27/2015 12:00:00 AM,Occidental Park,Pioneer Square,2,West,Momentum Worldwide,950
,Complete,Special Event,Commercial,,CBS Radio Hometown Hangar (12.27),S15DE281,12/27/2015 12:00:00 AM,12/27/2015 12:00:00 AM,,Duwamish / SODO,2,South,CBS Seattle,770
,Complete,Special Event,Free Speech,,Oromo Community Rally Against Ethiopian Government,S15DE538,12/29/2015 12:00:00 AM,12/29/2015 12:00:00 AM,,Central District,3,West,Oromo Community Services of Seattle,400
,Complete,Special Event,Community,,New Year's at the Needle,S15DE521,12/31/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Seattle Center,Queen Anne,7,West,Space Needle LLC,16050
2015-12-09T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,Resolution Run Presented by Club Northwest,S16JA012,01/01/2016 12:00:00 AM,01/01/2016 12:00:00 AM,Magnuson Park,Laurelhurst / Sand Point,6,North,"Pro-Motion Events, Inc.",1825
,Cancelled,Special Event,Commercial,,American Express Game Day Event (01.09-01.10) - Occidental Park,S16JA001,01/09/2016 12:00:00 AM,01/10/2016 12:00:00 AM,Occidental Park,Pioneer Square,2,West,Momentum Worldwide,950
2016-01-08T00:00:00.000,Complete,Special Event,Free Speech,,Martin Luther King March (Roosevelt),S16JA048,01/14/2016 12:00:00 AM,01/14/2016 12:00:00 AM,,University District,4,North,"Black Student Union, Roosevelt High School",105
2015-11-25T00:00:00.000,Complete,Special Event,Free Speech,,2016 MLK March (Giddens),S16JA005,01/15/2016 12:00:00 AM,01/15/2016 12:00:00 AM,,Central District,3,East,Giddens School,300
2015-12-18T00:00:00.000,Complete,Special Event,Free Speech,,Dr. Martin Luther King Jr. Birthday March (McDonald),S16JA011,01/15/2016 12:00:00 AM,01/15/2016 12:00:00 AM,,Lake City / Olympic Hills / Victory Heights,6,North,McDonald International School,500
2015-12-15T00:00:00.000,Complete,Special Event,Free Speech,,Orca K-8 School 2016 MLK March,S16JA026,01/15/2016 12:00:00 AM,01/15/2016 12:00:00 AM,,Columbia City,2,South,Orca K-8 School of Seattle Public Schools,650
2015-12-28T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Chihuly Boathouse,S16JA037,01/15/2016 12:00:00 AM,01/15/2016 12:00:00 AM,,Wallingford,4,North,Red Carpet Valet,60
,Complete,Special Event,Free Speech,,Annual Martin Luther King Jr. March and Symposium,S16JA013,01/16/2016 12:00:00 AM,01/16/2016 12:00:00 AM,Martin Luther King Jr Memorial Park,Mt. Baker / North Rainier,2,South,Seattle Parks and Recreation,285
,Cancelled,Special Event,Commercial,,American Express Game Day Event (01.16-1.17) - Occidental Park,S16JA002,01/16/2016 12:00:00 AM,01/17/2016 12:00:00 AM,Occidental Park,Pioneer Square,2,West,Momentum Worldwide,950
2015-12-18T00:00:00.000,Complete,Special Event,Free Speech,,Martin Luther King Jr. Committee 34th Annual March & Rally,S16JA030,01/18/2016 12:00:00 AM,01/18/2016 12:00:00 AM,,Multiple Neighborhoods,37,"East, West",Martin Luther King Jr. Celebration Committee,5200
2016-01-14T00:00:00.000,Cancelled,Special Event,Free Speech,,Public Lands Are for All of Us Rally,S16JA055,01/19/2016 12:00:00 AM,01/19/2016 12:00:00 AM,,Downtown,7,West,Conservation Northwest,320
2015-12-22T00:00:00.000,Complete,Special Event,Commercial,,Seattle Symphony Friday Matinees Concert (1.22),S16JA034,01/22/2016 12:00:00 AM,01/22/2016 12:00:00 AM,,Downtown,7,West,Seattle Smphony/Benaroya Hall,285
2016-01-04T00:00:00.000,Complete,Special Event,Free Speech,,Ethiopian Churches Epiphany Celebration,S16JA045,01/23/2016 12:00:00 AM,01/23/2016 12:00:00 AM,,Mt. Baker / North Rainier,2,South,Ethiopian Orthodox Tewanedo Church,4000
2016-01-12T00:00:00.000,Cancelled,Special Event,Community,,First Hill Streetcar Launch,S16JA052,01/23/2016 12:00:00 AM,01/23/2016 12:00:00 AM,,Multiple Neighborhoods,7,"East, West",Seattle Department of Transportation,220
,Cancelled,Special Event,Commercial,,American Express Game Day Event (01.24) - Occidental Park,S16JA003,01/24/2016 12:00:00 AM,01/24/2016 12:00:00 AM,Occidental Park,Pioneer Square,2,West,Momentum Worldwide,950
2016-01-20T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Chihuly Boathouse (1.25),S16JA061,01/25/2016 12:00:00 AM,01/25/2016 12:00:00 AM,,Wallingford,4,North,Red Carpet Valet,60
2016-01-21T00:00:00.000,Complete,Special Event,Commercial,,National Geographic Live! Student Matinees (1.25-26),S16JA084,01/25/2016 12:00:00 AM,01/26/2016 12:00:00 AM,,Downtown,7,West,Benaroya Hall,2600
2016-01-22T00:00:00.000,Complete,Valet Parking,,,Butler Valet - Open House (1.28),S16JA085,01/28/2016 12:00:00 AM,01/28/2016 12:00:00 AM,,Queen Anne,7,West,Butler Valet,60
2016-01-26T00:00:00.000,Complete,Valet Parking,,,Butler Valet - UW Private Dinner Party,S16JA089,01/28/2016 12:00:00 AM,01/28/2016 12:00:00 AM,,Queen Anne,7,West,Butler Valet,50
2016-01-22T00:00:00.000,Complete,Valet Parking,,,Butler Valet - Open House (1.30),S16JA086,01/30/2016 12:00:00 AM,01/30/2016 12:00:00 AM,,Queen Anne,7,West,Butler Valet,60
2016-01-22T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Westland Distillery,S16FE087,02/04/2016 12:00:00 AM,02/04/2016 12:00:00 AM,,Duwamish / SODO,2,South,Red Carpet Valet,25
2015-11-25T00:00:00.000,Complete,Special Event,Community,,2016 Wing Luke Museum Lunar New Year Lion Dance,S16FE019,02/06/2016 12:00:00 AM,02/06/2016 12:00:00 AM,,International District,2,West,Wing Luke Museum of the Asian Pacific American Experience,340
2016-01-21T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Chihuly Boathouse (2.06),S16FE063,02/06/2016 12:00:00 AM,02/06/2016 12:00:00 AM,,Wallingford,4,North,Red Carpet Valet,40
2015-12-09T00:00:00.000,Complete,Special Event,Commercial,,Seattle Boat Show,S16JA010,01/29/2016 12:00:00 AM,02/06/2016 12:00:00 AM,,Cascade / Eastlake / South Lake Union,3,West,Northwest Yacht Brokers Association,13280
2015-11-23T00:00:00.000,Complete,Special Event,Athletic,Water,Special Olympic Polar Plunge,S16FE015,02/05/2016 12:00:00 AM,02/06/2016 12:00:00 AM,Golden Gardens Park,Ballard,6,North,Special Olympics Washington,740
2016-01-20T00:00:00.000,Complete,Special Event,Community,,Lunar New Year Celebration,S16FE058,02/13/2016 12:00:00 AM,02/13/2016 12:00:00 AM,,International District,2,West,Chinatown-International District Business Improvement Area,5100
2016-01-20T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Chihuly Boathouse (2.13),S16FE062,02/13/2016 12:00:00 AM,02/13/2016 12:00:00 AM,,Wallingford,4,North,Red Carpet Valet,50
2016-01-12T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,Love 'em or Leave 'em Valentine's Day Dash,S16FE051,02/14/2016 12:00:00 AM,02/14/2016 12:00:00 AM,Greenlake Park,Green Lake,6,North,Pro-Motion Events Inc,2000
2016-02-16T00:00:00.000,Complete,Special Event,Free Speech,,Support Indicted nYPD Officer Liang,S16FE132,02/20/2016 12:00:00 AM,02/20/2016 12:00:00 AM,,Downtown,7,West,Seattle Chinese Volunteer Association,0
2016-02-02T00:00:00.000,Complete,Special Event,Commercial,,National Geographic Live! (2.23),S16FE108,02/23/2016 12:00:00 AM,02/23/2016 12:00:00 AM,,Downtown,7,West,Benaroya Hall,2000
2016-01-21T00:00:00.000,Complete,Special Event,Community,,Sounders FC March to the Match (2.23),S16FE065,02/23/2016 12:00:00 AM,02/23/2016 12:00:00 AM,,Pioneer Square,3,West,Seattle Sounders FC,705
2016-02-22T00:00:00.000,Complete,Valet Parking,,,Butler Valet - Matt's at the Market,S16FE145,02/25/2016 12:00:00 AM,02/25/2016 12:00:00 AM,,Downtown,7,West,Butler Valet,50
2016-02-16T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Galvanize,S16FE127,02/25/2016 12:00:00 AM,02/25/2016 12:00:00 AM,,Pioneer Square,7,West,Red Carpet Valet,75
2016-02-03T00:00:00.000,Complete,Special Event,Commercial,,Seattle Symphony Open Rehearsal,S16FE109,02/25/2016 12:00:00 AM,02/25/2016 12:00:00 AM,,Downtown,7,West,Seattle Symphony,1300
2016-02-22T00:00:00.000,Complete,Valet Parking,,,Butler Valet - Palace Ballroom (2.27),S16FE146,02/27/2016 12:00:00 AM,02/27/2016 12:00:00 AM,,Downtown,7,West,Butler Valet,50
2016-02-22T00:00:00.000,Complete,Valet Parking,,,Butler Valet - Seattle Center Pavilion,S16FE147,02/27/2016 12:00:00 AM,02/27/2016 12:00:00 AM,,Queen Anne,7,West,Butler Valet,50
2016-01-04T00:00:00.000,Complete,Special Event,Commercial,,Debuts & Discoveries,S16FE041,02/27/2016 12:00:00 AM,02/27/2016 12:00:00 AM,Magnuson Park,Laurelhurst / Sand Point,4,North,University Sunrise Rotary Club,750
2016-02-09T00:00:00.000,Complete,Special Event,Free Speech,,March for Bernie,S16FE115,02/27/2016 12:00:00 AM,02/27/2016 12:00:00 AM,,Downtown,7,West,Movement 4 Bernie,800
2016-02-16T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Holocaust Center,S16MR128,03/02/2016 12:00:00 AM,03/02/2016 12:00:00 AM,,Pioneer Square,7,West,Red Carpet Valet,30
2016-02-16T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Hillel of UW,S16MR133,03/03/2016 12:00:00 AM,03/03/2016 12:00:00 AM,,University District,4,North,Red Carpet Valet,125
2016-01-27T00:00:00.000,Complete,Special Event,Commercial,,"The 5th Avenue Theatre Student Matinee for ""How to Succeed in Business""",S16MR093,03/03/2016 12:00:00 AM,03/04/2016 12:00:00 AM,,Downtown,7,West,The 5th Avenue Theatre,1820
2016-03-01T00:00:00.000,Complete,Valet Parking,,,Butler Valet - Tom Douglas Event,S16MR151,03/05/2016 12:00:00 AM,03/05/2016 12:00:00 AM,,Downtown,7,West,Butler Valet,100
2016-02-16T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Palace Ballroom,S16MR134,03/05/2016 12:00:00 AM,03/05/2016 12:00:00 AM,,Downtown,7,West,Red Carpet Valet,130
2015-12-11T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,Hot Chocolate 15K/5K,S16MR043,03/06/2016 12:00:00 AM,03/06/2016 12:00:00 AM,Seattle Center,Queen Anne,467,West,Ram Racing,7200
2016-01-21T00:00:00.000,Complete,Special Event,Community,,Sounders FC March to the Match (3.06),S16MR066,03/06/2016 12:00:00 AM,03/06/2016 12:00:00 AM,,Pioneer Square,3,West,Seattle Sounders FC,705
2016-02-18T00:00:00.000,Complete,Special Event,Free Speech,,57th Tibetan Uprising Day,S16MR136,03/10/2016 12:00:00 AM,03/10/2016 12:00:00 AM,,Downtown,7,West,Tibetan Assocation of Washington Seattle Chapter,80
2015-12-28T00:00:00.000,Complete,Special Event,Community,,Green Stripe,S16MR039,03/11/2016 12:00:00 AM,03/11/2016 12:00:00 AM,,Downtown,7,West,Irish Heritage Club,150
2016-03-01T00:00:00.000,Complete,Special Event,Free Speech,,Oromo Community Rally Against Ethiopian Government,S16MR154,03/11/2016 12:00:00 AM,03/11/2016 12:00:00 AM,,Central District,3,East,Oromo Community Service of Seattle,400
2016-02-26T00:00:00.000,Complete,Valet Parking,,,Butler Valet - Palace Ballroom (3.12),S16MR150,03/12/2016 12:00:00 AM,03/12/2016 12:00:00 AM,,Downtown,7,West,Butler Valet,100
2015-12-28T00:00:00.000,Complete,Special Event,Community,,St. Patrick's Day Parade,S16MR038,03/12/2016 12:00:00 AM,03/12/2016 12:00:00 AM,,Downtown,7,West,Irish Heritage Club,4700
2015-12-16T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,F5 St. Patrick's Day Dash,S16MR027,03/13/2016 12:00:00 AM,03/13/2016 12:00:00 AM,,Queen Anne,7,West,Detlef Schrempf Foundation,10300
2016-03-10T00:00:00.000,Complete,Valet Parking,,,Butler Valet - Pier 70 Graham and Dunn,S16MR167,03/17/2016 12:00:00 AM,03/17/2016 12:00:00 AM,,Downtown,7,West,Butler Valet,300
2016-03-10T00:00:00.000,Complete,Valet Parking,,,Butler Valet - Quality Athletics,S16MR168,03/17/2016 12:00:00 AM,03/17/2016 12:00:00 AM,,Pioneer Square,7,West,Butler Valet,50
2016-01-20T00:00:00.000,Complete,Special Event,Commercial,,Kells 34th Annual St.  Patrick's Day Festival,S16MR057,03/17/2016 12:00:00 AM,03/17/2016 12:00:00 AM,,Downtown,7,West,Kells Irish Restaurant & Bar,290
2016-02-01T00:00:00.000,Complete,Special Event,Commercial,,Fuel Outdoor Beer Garden (3.19),S16MR101,03/19/2016 12:00:00 AM,03/19/2016 12:00:00 AM,,Pioneer Square,7,South,Fuel Outdoor Beer Garden,420
2016-02-19T00:00:00.000,Complete,Special Event,Community,,Sound Transit U Link Launch Capitol Hill Station,S16MR140,03/19/2016 12:00:00 AM,03/19/2016 12:00:00 AM,,Capitol Hill,3,East,Sound Transit,30500
2016-02-19T00:00:00.000,Complete,Special Event,Community,,Sound Transit U Link Launch University of Washington Station,S16MR141,03/19/2016 12:00:00 AM,03/19/2016 12:00:00 AM,,University District,4,North,Sound Transit,30500
2016-01-21T00:00:00.000,Complete,Special Event,Community,,Sounders FC March to the Match (3.19),S16MR067,03/19/2016 12:00:00 AM,03/19/2016 12:00:00 AM,,Pioneer Square,3,West,Seattle Sounders FC,705
2016-02-16T00:00:00.000,Complete,Special Event,Commercial,,Starbucks Coffee Company 2016 Annual Shareholders Meeting,S16MR126,03/23/2016 12:00:00 AM,03/23/2016 12:00:00 AM,,Queen Anne,7,West,Starbucks Coffee Company,3000
2016-03-16T00:00:00.000,Complete,Valet Parking,,,Butler Valet - Neptune Theatre,S16MR178,03/25/2016 12:00:00 AM,03/25/2016 12:00:00 AM,,University District,4,North,Butler Valet,150
2016-02-09T00:00:00.000,Complete,Special Event,Commercial,,Seattle Symphony Friday Matinees Concert,S16MR114,03/25/2016 12:00:00 AM,03/25/2016 12:00:00 AM,,Downtown,7,West,Seattle Symphony/Benaroya Hall,355
2016-02-22T00:00:00.000,Complete,Special Event,Athletic,Water,Class Day,S16MR144,03/26/2016 12:00:00 AM,03/26/2016 12:00:00 AM,,Montlake / Portage Bay,34,"North, South",University of Washington Rowing,620
2016-01-25T00:00:00.000,Complete,Special Event,Community,,Magnolia Little League Annual Parade,S16MR088,03/26/2016 12:00:00 AM,03/26/2016 12:00:00 AM,,Magnolia,7,West,Magnolia Little League,2025
2016-03-17T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Jessica Atkinson,S16MR183,03/30/2016 12:00:00 AM,03/30/2016 12:00:00 AM,,Downtown,7,West,Red Carpet Valet,100
2016-02-01T00:00:00.000,Complete,Special Event,Commercial,,All Hands,S16MR100,03/31/2016 12:00:00 AM,03/31/2016 12:00:00 AM,,Multiple Neighborhoods,7,West,Spplus,2940
2016-03-17T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Seattle Good Bar,S16MR181,03/31/2016 12:00:00 AM,03/31/2016 12:00:00 AM,,Pioneer Square,7,West,Red Carpet Valet,80
2016-02-19T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,GO LONG SR520 Floating Bridge Run,S16AP139,04/02/2016 12:00:00 AM,04/02/2016 12:00:00 AM,,University District,34,North,GO LONG SR520 Floating Bridge Run,8500
2016-03-17T00:00:00.000,Complete,Special Event,Athletic,Water,Husky Open,S16AP189,04/02/2016 12:00:00 AM,04/02/2016 12:00:00 AM,,Montlake / Portage Bay,34,"North, South",University of Washington Rowing,700
2016-02-16T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Teatro Zin Zani,S16AP129,04/02/2016 12:00:00 AM,04/02/2016 12:00:00 AM,,Downtown,7,West,Red Carpet Valet,125
2015-12-21T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,Seattle Magazine Brunch Run,S16AP033,04/02/2016 12:00:00 AM,04/02/2016 12:00:00 AM,Magnuson Park,Laurelhurst / Sand Point,4,North,Run for Good Racing Co./5 Focus,900
2016-01-21T00:00:00.000,Complete,Special Event,Community,,Sounders FC March to the Match (4.02),S16AP068,04/02/2016 12:00:00 AM,04/02/2016 12:00:00 AM,,Pioneer Square,3,West,Seattle Sounders FC,705
2016-02-19T00:00:00.000,Complete,Special Event,Community,,WSDOT SR520 Public Grand Opening,S16AP138,04/02/2016 12:00:00 AM,04/02/2016 12:00:00 AM,,University District,4,North,Washington State Department of Transportation,50500
2015-12-15T00:00:00.000,Complete,Special Event,Athletic,Cycling,Emerald City Bicycle Ride,S16AP025,04/03/2016 12:00:00 AM,04/03/2016 12:00:00 AM,,University District,23,North,Cascade Bicycle Club,6300
2016-03-28T00:00:00.000,Complete,Special Event,Community,,Northwest School Spring ArtsFest,S16AP206,04/07/2016 12:00:00 AM,04/07/2016 12:00:00 AM,,Capitol Hill,3,East,The Northwest School,600
2016-03-24T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Sole Repair,S16AP201,04/07/2016 12:00:00 AM,04/07/2016 12:00:00 AM,,Capitol Hill,3,East,Red Carpet Valet,25
2016-03-31T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - Jessica Atkinson (4.8),S16AP219,04/08/2016 12:00:00 AM,04/08/2016 12:00:00 AM,,Downtown,7,West,Red Carpet Valet,75
2016-04-04T00:00:00.000,Complete,Special Event,Commercial,,SPU High School Campus Visit Day,S16AP226,04/07/2016 12:00:00 AM,04/08/2016 12:00:00 AM,,Queen Anne,7,West,Seattle Pacific University,900
2016-03-04T00:00:00.000,Complete,Special Event,Community,,Alley Activation Event,S16AP158,04/09/2016 12:00:00 AM,04/09/2016 12:00:00 AM,,University District,4,North,The U District Partnership,110
2016-04-08T00:00:00.000,Complete,Special Event,Free Speech,,Fight Back Islamophobia & Dump Trump,S16AP238,04/09/2016 12:00:00 AM,04/09/2016 12:00:00 AM,,Downtown,7,West,Americans for Refugees and Immigrants,220
2016-02-16T00:00:00.000,Complete,Valet Parking,,,Red Carpet Valet - PAWS,S16AP130,04/09/2016 12:00:00 AM,04/09/2016 12:00:00 AM,,Wallingford,4,North,Red Carpet Valet,200
2016-03-17T00:00:00.000,Complete,Special Event,Athletic,Water,WSU OSU Dual,S16AP186,04/09/2016 12:00:00 AM,04/09/2016 12:00:00 AM,,Montlake / Portage Bay,34,"North, South",University of Washington Rowing,5500
2016-01-08T00:00:00.000,Complete,Special Event,Athletic,Run/Walk,Walk MS/Run MS,S16AP049,04/10/2016 12:00:00 AM,04/10/2016 12:00:00 AM,,University District,4,North,National MS Society - Greater NW Chapter,4000
2016-03-07T00:00:00.000,Complete,Special Event,Commercial,,National Geographic Live (4.12),S16AP161,04/12/2016 12:00:00 AM,04/12/2016 12:00:00 AM,,Downtown,7,West,Benaroya Hall,1400
